,Values
NAV,"19,757.98"
Open Price,"19,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,56.0 / 333.4
Day Range,"19,505.00 – 19,690.00"
Year Range,"19,475.00 – 23,315.00"
SEC Yield ,—
12-Month Yield ,2.33%
Premium ,—
Expense Ratio,0.180%
Total Assets,10.3 Bil
