,Values
NAV,"19,809.49"
Open Price,"19,685.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,84.0 / 328.1
Day Range,"19,600.00 – 19,715.00"
Year Range,"19,475.00 – 23,315.00"
SEC Yield ,—
12-Month Yield ,2.33%
Premium ,—
Expense Ratio,0.180%
Total Assets,10.3 Bil
