Sectors,Fund %,Category %
Basic Materials,7.06,8.70
Consumer Cyclical,9.59,13.65
Financial Services,12.23,11.56
Real Estate,0.00,0.29
Communication Services,2.99,2.34
Energy,1.90,1.96
Industrials,7.52,10.46
Technology,47.11,38.20
Consumer Defensive,5.87,6.64
Healthcare,4.33,4.97
Utilities,1.39,1.23
