Sectors,Fund %,Category %
Basic Materials,7.75,9.92
Consumer Cyclical,14.56,18.02
Financial Services,14.52,11.34
Real Estate,0.00,2.30
Communication Services,5.47,2.33
Energy,4.17,1.77
Industrials,3.34,12.04
Technology,29.89,26.05
Consumer Defensive,5.46,9.12
Healthcare,12.73,5.97
Utilities,2.11,1.13
