,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,0.00
Non-U.S.Stock,39.19,0.00,39.19,26.64,29.07
Bonds,57.99,0.00,57.99,58.62,0.00
Other,0.02,0.00,0.02,0.75,70.15
Cash,0.74,5.49,6.24,20.82,0.00
Not Classified,2.06,0.00,2.06,1.24,0.78
