,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.54,-0.49,-2.39,-1.77,1.57,0.64,1.33,—,—,—,—
Total Return % (NAV),0.14,0.63,-2.14,-1.15,2.12,1.03,1.54,—,—,—,1.31
+/- Category (NAV),-0.04,0.13,-0.83,-0.35,1.64,1.90,0.68,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
