,Values
NAV,"7,877.64"
Open Price,"7,915.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"17.0 / 4,537.4"
Day Range,"7,860.00 – 7,915.00"
Year Range,"7,610.00 – 9,000.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,3.5 Bil
