,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.93,-0.82,-9.24,-5.13,-0.13,-11.09,—,—,—,—,—
Total Return % (NAV),-1.31,0.67,-8.41,-6.32,0.32,-9.54,—,—,—,—,-15.71
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
