,Values
NAV,"7,976.80"
Open Price,"7,795.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,099.0 / 4,462.7"
Day Range,"7,795.00 – 7,875.00"
Year Range,"7,610.00 – 9,000.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.760%
Total Assets,3.6 Bil
