,Values
NAV,"17,102.98"
Open Price,"17,050.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"26,782.0 / 13,828.7"
Day Range,"16,870.00 – 17,145.00"
Year Range,"12,945.00 – 17,725.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,4.3 Bil
