,Values
NAV,"17,524.33"
Open Price,"17,210.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"11,321.0 / 14,153.1"
Day Range,"17,205.00 – 17,430.00"
Year Range,"12,945.00 – 17,725.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,4.4 Bil
