,Values
NAV,"9,603.28"
Open Price,"9,550.00"
Bid / Ask / Spread,"9,000.00 / 0.00 / 0.00%"
Volume / Avg,"1,067.0 / 3,350.8"
Day Range,"9,550.00 – 9,620.00"
Year Range,"8,255.00 – 9,765.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,9.3 Bil
