,Values
NAV,"9,603.28"
Open Price,"9,680.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,329.0 / 3,305.1"
Day Range,"9,665.00 – 9,715.00"
Year Range,"8,255.00 – 9,765.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,9.3 Bil
