,Values
NAV,"9,595.86"
Open Price,"9,650.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,824.0 / 3,342.0"
Day Range,"9,650.00 – 9,690.00"
Year Range,"8,255.00 – 9,765.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,9.3 Bil
