,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.99,0.36,7.97,6.37,3.42,12.41,—,—,—,—,—
Total Return % (NAV),-0.08,0.58,6.90,6.30,2.31,12.80,—,—,—,—,-1.40
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
